type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,2486892,Zack  Coker and Munawar  Hafiz,,,,Program Transformations to Fix C Integers,792--801,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486792,Yun Young  Lee and Nicholas  Chen and Ralph E.  Johnson,,,,Drag-and-drop Refactoring: Intuitive and Efficient Program Transformation,23--32,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486862,Adrian  Nistor and Linhai  Song and Darko  Marinov and Shan  Lu,,,,Toddler: Detecting Performance Problems via Similar Memory-access Patterns,562--571,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486888,Jinshui  Wang and Xin  Peng and Zhenchang  Xing and Wenyun  Zhao,,,,Improving Feature Location Practice with Multi-faceted Interactive Exploration,762--771,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486914,Eric  Bouwers and Arie van  Deursen and Joost  Visser,,,,Evaluating Usefulness of Software Metrics: An Industrial Experience Report,921--930,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486860,Tian Huat  Tan and &#201;tienne  Andr&#233; and Jun  Sun and Yang  Liu and Jin Song  Dong and Manman  Chen,,,,Dynamic Synthesis of Local Time Requirement for Service Composition,542--551,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486826,Michael  Pradel and Thomas R.  Gross,,,,Automatic Testing of Sequential and Concurrent Substitutability,282--291,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486890,Hoang Duong Thien  Nguyen and Dawei  Qi and Abhik  Roychoudhury and Satish  Chandra,,,,SemFix: Program Repair via Semantic Analysis,772--781,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486929,Henning  Femmer and Dharmalingam  Ganesan and Mikael  Lindvall and David  McComas,,,,Detecting Inconsistencies in Wrappers: A Case Study,1022--1031,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486893,Dongsun  Kim and Jaechang  Nam and Jaewoo  Song and Sunghun  Kim,,,,Automatic Patch Generation Learned from Human-written Patches,802--811,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486816,Cong  Tian and Zhenhua  Duan,,,,Detecting Spurious Counterexamples Efficiently in Abstract Model Checking,202--211,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486820,Tim  Nelson and Salman  Saghafi and Daniel J.  Dougherty and Kathi  Fisler and Shriram  Krishnamurthi,,,,Aluminum: Principled Scenario Exploration Through Minimality,232--241,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486846,Foyzur  Rahman and Premkumar  Devanbu,,,,"How, and Why, Process Metrics Are Better",432--441,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486831,Daniel  Marino and Christian  Hammer and Julian  Dolby and Mandana  Vaziri and Frank  Tip and Jan  Vitek,,,,Detecting Deadlock in Programs with Data-centric Synchronization,322--331,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486801,Shuai  Hao and Ding  Li and William G. J.  Halfond and Ramesh  Govindan,,,,Estimating Mobile Application Energy Consumption Using Program Analysis,92--101,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486827,Felienne  Hermans and Ben  Sedee and Martin  Pinzger and Arie van  Deursen,,,,Data Clone Detection and Visualization in Spreadsheets,292--301,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486878,Aiko  Yamashita and Leon  Moonen,,,,Exploring the Impact of Inter-smell Relations on Software Maintainability: An Empirical Study,682--691,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486865,Laura V.  Galvis Carre&#241;o and Kristina  Winbladh,,,,Analysis of User Comments: An Approach for Software Requirements Evolution,582--591,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486941,Nikolai  Tillmann and Jonathan  De Halleux and Tao  Xie and Sumit  Gulwani and Judith  Bishop,,,,Teaching and Learning Programming and Software Engineering via Interactive Gaming,1117--1126,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486935,Dastyni  Loksa and Nicolas  Mangano and Thomas D.  LaToza and Andr&#233; van der  Hoek,,,,Enabling a Classroom Design Studio with a Collaborative Sketch Design Tool,1073--1082,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486795,Naeem  Esfahani and Sam  Malek and Kaveh  Razavi,,,,GuideArch: Guiding the Exploration of Architectural Solution Space Under Uncertainty,43--52,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486805,Ella  Bounimova and Patrice  Godefroid and David  Molnar,,,,Billions and Billions of Constraints: Whitebox Fuzz Testing in Production,122--131,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486849,Filomena  Ferrucci and Mark  Harman and Jian  Ren and Federica  Sarro,,,,Not Going to Take This Anymore: Multi-objective Overtime Planning for Software Engineering Projects,462--471,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486872,Inah  Omoronyia and Luca  Cavallaro and Mazeiar  Salehie and Liliana  Pasquale and Bashar  Nuseibeh,,,,Engineering Adaptive Privacy: On the Role of Privacy Awareness Requirements,632--641,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486796,Christoph  Dorn and Richard N.  Taylor,,,,Coupling Software Architecture and Human Architecture for Collaboration-aware System Adaptation,53--62,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486879,Gabriele  Bavota and Bogdan  Dit and Rocco  Oliveto and Massimiliano  Di Penta and Denys  Poshyvanyk and Andrea  De Lucia,,,,An Empirical Study on the Developers&#039; Perception of Software Coupling,692--701,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486877,Brittany  Johnson and Yoonki  Song and Emerson  Murphy-Hill and Robert  Bowdidge,,,,Why Don&#039;T Software Developers Use Static Analysis Tools to Find Bugs?,672--681,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486840,Kim  Herzig and Sascha  Just and Andreas  Zeller,,,,"It&#039;s Not a Bug, It&#039;s a Feature: How Misclassification Impacts Bug Prediction",392--401,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486857,Annibale  Panichella and Bogdan  Dit and Rocco  Oliveto and Massimiliano  Di Penta and Denys  Poshyvanyk and Andrea  De Lucia,,,,How to Effectively Use Topic Models for Software Engineering Tasks? An Approach Based on Genetic Algorithms,522--531,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486856,S&#246;ren  Frey and Florian  Fittkau and Wilhelm  Hasselbring,,,,Search-based Genetic Optimization for Deployment and Reconfiguration of Software in the Cloud,512--521,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486930,Marcelo Serrano  Zanetti and Ingo  Scholtes and Claudio Juan  Tessone and Frank  Schweitzer,,,,Categorizing Bugs with Social Networks: A Case Study on Four Open Source Software Communities,1032--1041,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486925,Indradeep  Ghosh and Nastaran  Shafiei and Guodong  Li and Wei-Fan  Chiang,,,,JST: An Automatic Test Generation Tool for Industrial Java Applications with Strings,992--1001,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486842,Weiyi  Shang and Zhen Ming  Jiang and Hadi  Hemmati and Bram  Adams and Ahmed E.  Hassan and Patrick  Martin,,,,Assisting Developers of Big Data Analytics Applications when Deploying on Hadoop Clouds,402--411,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486838,Chris  Lewis and Zhongpeng  Lin and Caitlin  Sadowski and Xiaoyan  Zhu and Rong  Ou and E. James  Whitehead Jr.,,,,Does Bug Prediction Support Human Developers? Findings from a Google Case Study,372--381,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486855,Na  Meng and Miryung  Kim and Kathryn S.  McKinley,,,,LASE: Locating and Applying Systematic Edits by Learning from Examples,502--511,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486807,Pranav  Garg and Franjo  Ivancic and Gogul  Balakrishnan and Naoto  Maeda and Aarti  Gupta,,,,Feedback-directed Unit Test Generation for C/C++ Using Concolic Execution,132--141,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486847,Daniela  Damian and Remko  Helms and Irwin  Kwan and Sabrina  Marczak and Benjamin  Koelewijn,,,,The Role of Domain Knowledge and Cross-functional Communication in Socio-technical Coordination,442--451,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486881,Shauvik  Roy Choudhary and Mukul R.  Prasad and Alessandro  Orso,,,,X-PERT: Accurate Identification of Cross-browser Issues in Web Applications,702--711,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486851,Maxime  Cordy and Pierre-Yves  Schobbens and Patrick  Heymans and Axel  Legay,,,,Beyond Boolean Product-line Model Checking: Dealing with Feature Attributes and Multi-features,472--481,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486864,Nan  Niu and Anas  Mahmoud and Zhangji  Chen and Gary  Bradshaw,,,,Departures from Optimality: Understanding Human Analyst&#039;s Information Foraging in Assisted Requirements Tracing,572--581,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486804,Raphael  Pham and Leif  Singer and Olga  Liskin and Fernando  Figueira Filho and Kurt  Schneider,,,,Creating a Shared Understanding of Testing Culture on a Social Coding Site,112--121,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486921,Sihan  Li and Hucheng  Zhou and Haoxiang  Lin and Tian  Xiao and Haibo  Lin and Wei  Lin and Tao  Xie,,,,A Characteristic Study on Failures of Production Distributed Data-parallel Programs,963--972,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486906,Brian  Fitzgerald and Klaas-Jan  Stol and Ryan  O&#039;Sullivan and Donal  O&#039;Brien,,,,Scaling Agile Methods to Regulated Environments: An Industry Case Study,863--872,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486896,Andreas  Scharf and Till  Amma,,,,Dynamic Injection of Sketching Features into GEF Based Diagram Editors,822--831,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486923,Stephany  Bellomo and Robert L.  Nord and Ipek  Ozkaya,,,,A Study of Enabling Factors for Rapid Fielding: Combined Practices to Balance Speed and Stability,982--991,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486916,Aldo  Dagnino,,,,Estimating Software-intensive Projects in the Absence of Historical Data,941--950,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486915,Vipin  Balachandran,,,,Reducing Human Effort and Improving Quality in Peer Code Reviews Using Automatic Static Analysis and Reviewer Recommendation,931--940,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486844,Robert  Dyer and Hoan Anh  Nguyen and Hridesh  Rajan and Tien N.  Nguyen,,,,Boa: A Language and Infrastructure for Analyzing Ultra-large-scale Software Repositories,422--431,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486931,Hongyu  Zhang and Liang  Gong and Steve  Versteeg,,,,Predicting Bug-fixing Time: An Empirical Study of Commercial Software Projects,1042--1051,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486886,Alex  Potanin and Monique  Damitio and James  Noble,,,,Are Your Incoming Aliases Really Necessary? Counting the Cost of Object Ownership,742--751,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
